ProfileName,Rating,Summary,Review,Inconsistent Review,Gender
hudsonkk30,5,wow,"Let me just say wow!  I was a little apprehensive at first because prepackaged cookies are never as soft and chewy as advertised but these Quakers cookies were amazing they were soft, chewy and tasted like they were baked fresh.  I will be recommending these to everyone i know",Male,Male
Michelle,5,"Quaker Soft Baked Oatmeal Cookie, Raisins",Quaker Soft Baked Oatmeal Raisins Cookie was so good. It tasted homemade. It was big and filling. They are prefect for lunched for the kids too. I cant wait to try other flavors.,Female,Female
tv,5,Best oatmeal raisin i have ever tasted!,I loved this cookie! It was soft and very good! It didnt taste like all those other prepackaged cookies with that chemical aftertaste. I bought a box yesterday!,Male,Male
MeghanJoAnna91,5,Yum!!,"I love these cookies! Delicious, chewy, moist, just good overall. I have always been a Quaker fan. I love all of their products.",Female,Female
Grace,5,Scrumptious!!!!,"My favorite cookie is Oatmeal Raisin and these cookies are the bomb! They are so moist and chewy. Perfect with a cup of tea, snack after lunch, or just anytime. I love them.",Female,Female
Liz,4,Good cookie!,We thought this cookie tasted really good! My husband and kids really liked them.I love the different types. We will certainly buy again.,Female,Female
Heather,5,Filling,Its aq big cookie & it doesnt taste like its added full of fillers. It actually tastes pretty homemade to me,Female,Female
Loring,5,Wonderful cookies for a fair price,"These were wonderful cookies. Delicious, soft, and tasted homemade. It is a great snack for on the go. Not only is it a quick and easy snack for kids, it is healthy too.",Female,Female
kia,5,Soft baked oatmeal cookie,This was the best soft baked cookie i ever had. Highly suggest you give this cookie a try if you havent already.,Female,Female
D vaughn,5,wonderful cookies,"I hope they make chocolate chip next!! These cookies are wonderful!! Fresh, taste homemade better than any other store bought cookie!",Male,Male
Kristmas30,5,SOFT BAKED AWESOME!,"I was worried that these were going to be dry and not as ""soft"" as some cookies claim to be, but these were amazing. there was a great cinnamon taste that reminded me of fresh baked cookies, and I honestly was not expecting them to be so good! I have forced many of my friends and family to try them, and they love them as well!!!<br />if you love oatmeal raisin cookies..you will LOVE these!",Male,Male
Redsonja72,5,Quaker Soft Baked Oatmeal Cookies,"My daughter ate this cookie and loved it.  She stated that it was soft and moist and not too sweet.  My baby also liked this cookie, his review was a little more understated though.  He cooed and smiled and tried to steal more from his sister.  I will definitely be purchasing this product in my normal grocery-shopping routine. I received this product complimentary for testing and review purposes from Influenster. @Quaker #quakersoftbaked @influenster",Male,Male
BabyGeek,4,Greta for the machines,"I really liked the cookies. My daughter loves the as well as a special to treat to share with me. A little crumbly but that what you get for a real soft and moist cookie and not one chocked full of chemicals to keep cookies fake,y moist and chewy.",Male,Male
Cynthia,5,Delicious soft Baked Oatmeal Raisins cookie,I Love these cookies.  They smell and taste delicious.  The balance is of sweetness is perfect. If you love oatmeal you would love this cookie. I recommend it.,Male,Male
"Granny Denise ""Denise Beilchick""",5,Quaker Soft Baked Oatmeal Cookies,"<span class=""tiny""> Length:: 1:21 Mins<br /><br /></span>I received this product complimentary for testing purposes from Influenster. The cookie is DELICIOUS according to my Grandson Elijah (see video). I am dieting so I couldn't eat it but he LOVED it! It's chewy and filled with raisins. I will definitely buy this for him in the future!<br /><br />@influenster<br />@quaker<br />hashtag: #quakersoftbaked<br />Quaker Facebook Page: [...]",Male,Male
"Cheryl D. Fowler ""fowler121600""",5,Homemade goodness,@influenster @quaker my kids fight over them; homemade taste is great; always a trustworthy company.  Been buying 2 boxes a week since we first sampled them!,Female,Female
Jdawnnfashion,5,Quaker Soft Baked Cookie,"Quaker soft baked cookies are delicious. I love the consistency, texture, taste, and quality of ingredients. It is a quick, easy, healthy snack for on the go or at home. The raisins are good size and very juicy. This is probably the best soft oatmeal cookie I have had in a very long time. Definitely would buy again.",Male,Male
JMarie,4,Baked,"Almost taste freshly baked and homemade. And the size of one cookie didn't leave me wanting more, it was a perfect little treat. I would try the chocolate almond one next time.",Female,Female
"Heidi Placanico ""VHPlac""",5,So Yummy!,I thought they would be dry like most Oatmeal Cookies you can buy! Not the case with these delicious beauties! My kids can't get enough of them :) They are on my shopping list for good!,Male,Male
B. white,4,soft yet alittle dry,Ive tired this before but got one with the Influenster VoxBox 2012 this month YUMMy- they can be alittle dry though.,Male,Male
rosa1020,5,Sooo good!,I really never loved raisin oatmeal cookies but this is moist and tasty. i had to buy some more for me and my little ones.,Male,Male
tess,4,Quaker Cookie,"These are de-lish-ous! They are moist and chewy, ans make a great snack for ant time of day. My kids love them and they are always in my purse when we are on the go!",Male,Male
Antoinette,5,You must get these cookies,"i received my Cookie my 1st Influenster VoxBox 2012 this month,  You must buy and try them.  The Cookie isnt too sweet, its soft and the raisins are just right. This is a must buy",Male,Male
Jackie Eveland-Psyck,4,Nice and Soft,"If you like soft, chewy cookies with lots of raisins, this is the cookie for you. My husband and kids love them and I love them because I'm not asked to bake so often with them in the house.",Female,Female
Jessica,5,Pretty darn good for oatmeal,I don't care for oatmeal cookies + I was actually going to give this to my husband. I kind of feel guilty that I didn't lol. But it was really soft + yummy. Making me reconsider only keeping stock in chocolate chip cookies.,Female,Female
Rish,5,Delicious,This was so soft and yummy! My kids absolutely loved it and its perfect to throw in your bag or lunch box for on the go treat.,Female,Female
mrslm,4,KIDS LOVED IT,"I gave this product 4 stars because of it's usefulness to me. The kids LOVED it and they're not huge fans of oatmeal cookies! I thought it was tasty; however, I'm not likely to purchase it with frequency because I try to avoid packaged foods, and do not store a lot of sweets in the house for the kids. I would however choose this over the competition. (I got this product as a free trial from influenster.com)",Male,Male
Mrs M,5,so soft,i love this cookie it was so soft and chewy and oh so yummy!!! not a fan of raisins but the cookie was goood and my husband loved it,Male,Male
kendall_girl1,5,Delicious,Tried this product recently and was pleasantly surprised. They tasted homemade and not overly processed. Would definitely buy these again.,Male,Male
patron,4,yum,"i received this through influenster.com and got to sample it.. i personally love Quaker, very good, definitely recommend this product",Female,Female
